-0.265199496071489+0i,-0.41278215497063+0i,-0.567263817634262+0i,-29720.6035878171+0i,2.41381015956446e+23+0i,-5822.72330130019+0i,1.78051688746399e+22+0i,-0.0271521664780234+0i,811.670409300065+0i,1.09301836855905e+21+0i,0.750541226021648+0i,-1+0i,0.0129405361646719+0i,-38.637224281773+0i,978.380759780823+0i,1.3149190461959e+22+0i,1.05595646279806e+22+0i,-0.0283535721460388+0i,182.106673447714+0i,0+0i,467.085313259257+0i,-7.560500124880119e+30+3.14159265358979e+21i,-1013.65546389101+0i,-4.24935254429308+0i
-0.195646983029047+0i,-0.432977784920909+0i,-0.571974812891251+0i,-29711.4865711381+0i,1.22135210366937e+23+0i,-6101.49291421995+0i,4.15082083970355e+22+0i,-0.095275659158743+0i,823.207840529862+0i,1.86384673607847e+20+0i,0.750207776871332+0i,-1+0i,0.0152162129440742+0i,-36.5264280993501+0i,976.629967947765+0i,1.30313252613552e+22+0i,2.28294545974275e+22+0i,-0.112703423775388+0i,337.701370665405+0i,0+0i,700.491919161605+0i,-7.57818818257788e+30+3.14159265358979e+21i,0+0i,-5.24748742537458+0i
-0.5179625306225299+0i,-0.413437866936598+0i,-0.885282991872715+0i,-30094.2525871085+0i,4.51157049891077e+22+0i,-4730.99108027321+0i,7.44792631896613e+22+0i,-0.0267537787505965+0i,861.21972257317+0i,8.822799610294649e+20+0i,0.750014863745461+0i,-1+0i,0.0121892771544976+0i,-37.3139955102884+0i,975.308627729529+0i,6.57064676335706e+21+0i,6.89538733997263e+22+0i,-0.0672829943377065+0i,297.109786919983+0i,0+0i,646.979748410924+0i,-7.56980065557084e+30+3.14159265358979e+21i,-78.36019493120131+0i,-4.46674841434134+0i
-0.06350221549294501+0i,-0.417138632849937+0i,-0.768124768029672+0i,-29937.2532630443+0i,5.73734345179673e+21+0i,-5485.82539928706+0i,8.180678445979129e+22+0i,-0.0921547471659553+0i,801.510593455259+0i,9.52623221884129e+20+0i,0.7500126354946069+0i,-1+0i,0.008622492358731941+0i,-39.4020270253331+0i,979.799474975849+0i,2.34311374391437e+21+0i,1.52490579375204e+22+0i,-0.10535436425827+0i,194.12218692573+0i,0+0i,583.820243259647+0i,-7.56049951523231e+30+3.14159265358979e+21i,-18.620288958721+0i,-5.00544815329966+0i
-0.146303714032492+0i,-0.412786450999368+0i,-0.843930114717105+0i,-29848.2493487949+0i,1.70258077320446e+23+0i,-6561.75575014408+0i,6.7300249177976e+22+0i,-0.0268764227018807+0i,825.063539121036+0i,6.31406959718749e+20+0i,0.7500594624829749+0i,-1+0i,0.00854324868040849+0i,-34.9338084883234+0i,977.610233090391+0i,7.91071172983634e+21+0i,2.42607158307138e+22+0i,-0.238894486145074+0i,394.18722924806+0i,0+0i,650.894269909611+0i,-7.59051874962025e+30+3.14159265358979e+21i,-93.4194280553513+0i,-4.94504288569577+0i
-0.432654943943393+0i,-0.410867552811994+0i,-0.686381120207716+0i,-29689.718411571+0i,3.72693776472447e+23+0i,-6084.04427849461+0i,1.05876783034247e+23+0i,-0.0248522875697278+0i,935.178639911346+0i,2.74565622115298e+20+0i,0.751108982965291+0i,-1+0i,0.00810464117945474+0i,-36.4755451184383+0i,966.158562560054+0i,1.22465427659912e+22+0i,21436.5397390331+0i,-0.124569400466824+0i,214.399309120301+0i,0+0i,672.540032943273+0i,-7.56049957493878e+30+3.14159265358979e+21i,-6.9467245314533+0i,-5.15353371826439+0i
-0.826548661071404+0i,-0.415379855461191+0i,-0.677184753088102+0i,-29622.4505113814+0i,2.51354605007164e+23+0i,-6093.5585221259+0i,1.5077299108148e+23+0i,-0.0271789981134193+0i,906.552742377124+0i,6.234970036750829e+20+0i,0.750081042895375+0i,-1+0i,0.00647365676844349+0i,-38.3109657798837+0i,971.770573019401+0i,4.50705834993945e+21+0i,7.42567471536482e+22+0i,-0.066167743151143+0i,250.304471218322+0i,0+0i,702.6427499607061+0i,-7.56049952948981e+30+3.14159265358979e+21i,-870.1411973145+0i,-5.39297985709025+0i
-0.0430510211385798+0i,-0.412829898451529+0i,-0.554873533629019+0i,-29489.5887066912+0i,7664.7989083684+0i,-6336.42302881582+0i,1.99456781191982e+23+0i,-0.0264670045301584+0i,867.172477362561+0i,8.59279600590483e+20+0i,0.750166526424105+0i,-1+0i,0.0265284558949829+0i,-38.7071772467116+0i,967.350216182728+0i,8.69533893369615e+21+0i,6.25801725488577e+22+0i,-0.0542471069201947+0i,540.89650450096+0i,0+0i,735.905265752965+0i,-7.5664214371024e+30+3.14159265358979e+21i,-185.318874763779+0i,-5.30429725244865+0i
-0.0658692310019606+0i,-0.41295739286323+0i,-0.616852539928013+0i,-29732.4302727548+0i,7.33944184025454e+19+0i,-6036.21621289729+0i,9.81339584257183e+22+0i,-0.0271724970956608+0i,839.793587407347+0i,8.348002330770421e+20+0i,0.751118523613447+0i,-1+0i,0.0106928696712722+0i,-38.0817069513563+0i,968.487244360791+0i,6.47345341938593e+21+0i,1.64294296088146e+22+0i,-0.13543574430838+0i,275.422746819972+0i,0+0i,820.882602646386+0i,-7.44427466271561e+30+3.14159265358979e+21i,-298.539012619544+0i,-5.29335043010304+0i
-0.260703908822167+0i,-0.425091104470865+0i,-0.443712852011251+0i,-29915.8494087604+0i,4.21388088827036e+22+0i,-6097.37735392894+0i,1.09746737869684e+23+0i,-0.0272556781617562+0i,860.801496442816+0i,9.70625095841242e+20+0i,0.750451881768718+0i,-1+0i,0.0130026101803513+0i,-38.7052691838778+0i,965.976132819418+0i,1.5303674267813e+22+0i,6.04442788919609e+22+0i,-0.20237659876392+0i,217.240140911402+0i,0+0i,629.352050700143+0i,-7.57413422661046e+30+3.14159265358979e+21i,-18.5121235995994+0i,-3.87598237674734+0i
-0.182199904703312+0i,-0.411698198873272+0i,-0.56920911008404+0i,-29600.3508576959+0i,2.94994181006895e+23+0i,-6117.97811424237+0i,1.08081444711259e+23+0i,-0.0261557767994699+0i,783.819837391842+0i,2.82586114695383e+20+0i,0.750245050545252+0i,-1+0i,0.00935473683437079+0i,-37.0162047477805+0i,963.926756476997+0i,8.53976770407395e+21+0i,2.96402507160244e+22+0i,-0.107925835571459+0i,331.180728777128+0i,0+0i,534.7788905566709+0i,-7.56049955866804e+30+3.14159265358979e+21i,-527.14717805763+0i,-5.30208550451574+0i
-0.435138584629822+0i,-0.41079772980143+0i,-0.798625514144521+0i,-29932.8462343853+0i,3.38273415004491e+23+0i,-1229.79506976413+0i,9.88522265768964e+22+0i,-0.0396844822819073+0i,829.2009746594269+0i,7.38027511768411e+20+0i,0.764857025083678+0i,-1+0i,0.0118619532057839+0i,-34.9338084883234+0i,978.640341371101+0i,1.16405727475992e+21+0i,10901.0486641049+0i,-0.264065068602272+0i,418.695743746472+0i,0+0i,608.629141848682+0i,-7.56049955701815e+30+3.14159265358979e+21i,-733.951921165989+0i,-4.00666945841271+0i
-0.348496985002326+0i,-0.410480302042926+0i,-0.730057340721031+0i,-29743.9931864014+0i,4.3281272199544e+23+0i,-6588.37483612885+0i,4.91082339440495e+22+0i,-0.0272382701745542+0i,927.461544507957+0i,1.10051632684039e+21+0i,0.750025082381146+0i,-1+0i,0.00680416295268519+0i,-39.2554784806165+0i,967.20772663679+0i,1.0730758177131e+22+0i,3.09300949694864e+22+0i,-0.383983276675688+0i,444.424382862954+0i,0+0i,729.05281835304+0i,-5.48527477785433e+30+3.14159265358979e+21i,-202.231281313748+0i,-4.29030171702928+0i
-0.0600837271615988+0i,-0.40955888737147+0i,-0.723000433158804+0i,-30068.5585387083+0i,3.77513892921022e+23+0i,-6108.91376880602+0i,9.078158008383269e+22+0i,-0.0887513842376365+0i,819.947588143281+0i,1.00297639411863e+20+0i,0.75141127372908+0i,-1+0i,0.0246598025136004+0i,-35.6761070759003+0i,968.935112582135+0i,6.11286211310036e+21+0i,3.84538861467946e+22+0i,-0.098023136712951+0i,507.473562192781+0i,0+0i,599.77494101206+0i,-7.56049953349684e+30+3.14159265358979e+21i,-15.951792349465+0i,-4.62073881916569+0i
-0.108822480094436+0i,-0.413611365270759+0i,-0.663454214191157+0i,-29928.7135734164+0i,1.08239671925341e+23+0i,-3924.96126279467+0i,1.37646133509952e+23+0i,-0.08780337995972259+0i,935.4510907905239+0i,5.92879979225607e+20+0i,0.751355012000773+0i,-1+0i,0.022411860173264+0i,-38.5075224354625+0i,971.4400551153579+0i,4.13922177911519e+21+0i,3.52512177347791e+22+0i,-0.175824648135876+0i,188.26911391572+0i,0+0i,681.956213810459+0i,-7.57257659899533e+30+3.14159265358979e+21i,-303.076688614465+0i,-4.68923659277007+0i
